1116.005250, -65.6685
1116.505250, -65.8306
1117.005250, -65.6765
1117.505250, -65.6595
1118.005250, -65.5329
1118.505250, -65.5062
1119.005250, -65.3236
1119.505250, -65.2584
1120.005250, -65.1125
1120.505250, -64.9619
1121.005250, -64.7965
1121.505250, -64.7091
1122.005250, -64.5683
1122.505250, -64.3068
1123.005250, -64.2003
1123.505250, -64.1232
1124.005250, -63.8034
1124.505250, -63.4464
1125.005250, -63.1598
1125.505250, -63.0009
1126.005250, -63.0521
1126.505250, -62.8832
1127.005250, -62.8612
1127.505250, -62.7170
1128.005250, -62.6558
1128.505250, -62.5426
1129.005250, -62.5045
1129.505250, -62.3979
1130.005250, -62.2183
1130.505250, -62.2027
1131.005250, -62.1821
1131.505250, -61.9530
1132.005250, -61.8653
1132.505250, -61.7278
1133.005250, -61.5346
1133.505250, -61.3838
1134.005250, -61.4099
1134.505250, -61.2798
1135.005250, -61.3523
1135.505250, -61.4546
1136.005250, -61.6275
1136.505250, -61.7749
1137.005250, -61.8082
1137.505250, -61.8597
1138.005250, -62.0331
1138.505250, -62.1368
1139.005250, -62.2054
1139.505250, -62.2075
1140.005250, -62.1833
1140.505250, -62.1543
1141.005250, -61.8431
1141.505250, -61.7042
1142.005250, -61.6292
1142.505250, -61.8453
1143.005250, -62.0588
1143.505250, -62.4175
1144.005250, -62.6922
1144.505250, -63.1151
1145.005250, -63.4120
1145.505250, -63.6015
1146.005250, -63.7977
1146.505250, -64.0217
1147.005250, -64.2031
1147.505250, -64.4375
1148.005250, -64.7666
1148.505250, -65.1861
1149.005250, -65.6721
1149.505250, -65.8855
1150.005250, -66.1006
1150.505250, -66.1723
1151.005250, -66.3217
1151.505250, -66.6132
1152.005250, -67.2109
1152.505250, -67.2712
1153.005250, -67.2152
1153.505250, -67.0805
1154.005250, -66.9460
1154.505250, -66.6972
1155.005250, -66.6740
1155.505250, -66.9819
1156.005250, -67.3469
1156.505250, -67.6043
1157.005250, -67.7845
1157.505250, -67.3494
1158.005250, -66.8082
1158.505250, -66.0659
1159.005250, -65.5054
1159.505250, -65.0913
1160.005250, -65.0572
1160.505250, -65.0907
1161.005250, -65.1985
1161.505250, -65.3563
1162.005250, -65.4877
1162.505250, -65.8392
1163.005250, -66.1228
1163.505250, -66.5238
1164.005250, -66.6405
1164.505250, -66.8997
1165.005250, -66.9823
1165.505250, -67.0828
1166.005250, -67.1560
1166.505250, -68.2009
1167.005250, -69.4226
1167.505250, -70.2380
1168.005250, -70.3857
1168.505250, -70.1860
1169.005250, -70.0445
1169.505250, -69.9188
1170.005250, -69.9488
1170.505250, -71.0292
1171.005250, -71.3764
1171.505250, -72.0543
1172.005250, -72.3697
1172.505250, -73.4404
1173.005250, -74.5016
1173.505250, -76.2922
1174.005250, -77.7087
1174.505250, -80.2052
1175.005250, -81.3669
1175.505250, -83.6236
1176.005250, -83.4999
1176.505250, -80.9104
1177.005250, -77.0065
1177.505250, -73.0101
1178.005250, -70.5096
1178.505250, -68.6757
1179.005250, -67.3858
1179.505250, -66.8685
1180.005250, -66.5407
1180.505250, -66.3875
1181.005250, -66.0163
1181.505250, -65.4296
1182.005250, -64.7447
1182.505250, -64.2421
1183.005250, -63.8615
1183.505250, -63.4113
1184.005250, -62.8668
1184.505250, -62.5456
1185.005250, -61.9961
1185.505250, -61.5549
1186.005250, -61.2473
1186.505250, -60.9945
1187.005250, -60.8185
1187.505250, -60.6934
1188.005250, -60.3849
1188.505250, -60.2294
1189.005250, -59.9545
1189.505250, -59.6454
1190.005250, -59.5430
1190.505250, -59.5848
1191.005250, -59.6489
1191.505250, -59.6017
1192.005250, -59.5042
1192.505250, -59.3419
1193.005250, -59.2121
1193.505250, -59.0627
1194.005250, -59.2082
1194.505250, -59.1924
1195.005250, -59.2016
1195.505250, -59.1341
1196.005250, -59.1002
1196.505250, -58.8600
1197.005250, -58.6801
1197.505250, -58.5317
1198.005250, -58.5353
1198.505250, -58.4921
1199.005250, -58.5646
1199.505250, -58.7383
1200.005250, -58.6631
1200.505250, -58.7485
1201.005250, -58.7194
1201.505250, -58.8926
1202.005250, -59.0881
1202.505250, -59.3643
1203.005250, -59.5896
1203.505250, -59.7176
1204.005250, -59.8201
1204.505250, -59.7051
1205.005250, -59.7877
1205.505250, -59.7030
1206.005250, -59.7206
1206.505250, -59.6891
1207.005250, -59.7193
1207.505250, -59.5904
1208.005250, -59.6983
1208.505250, -59.8193
1209.005250, -60.1050
1209.505250, -60.5598
1210.005250, -61.0798
1210.505250, -61.7372
1211.005250, -62.3618
1211.505250, -63.0715
1212.005250, -63.5683
1212.505250, -64.0974
1213.005250, -64.2763
1213.505250, -64.4419
1214.005250, -64.4678
1214.505250, -64.3628
1215.005250, -64.2512
1215.505250, -64.0099
1216.005250, -63.8485
